step,return_prob,log_step,log_return_prob
10,0.17999948251908407,2.302585092994046,-1.7148013029900366
20,0.1093225576797553,2.995732273553991,-2.213452521930359
40,0.06103101093871262,3.6888794541139363,-2.7963731679436785
80,0.03568524047153805,4.382026634673881,-3.3330181078529884
160,0.02001471457613286,5.075173815233827,-3.9112875471372655
