chi,restart_idx,seed,entropy,fidelity,energy,converged,elapsed_sec,ed_entropy,entropy_error,error_message
2,0,20042,0.0,nan,0.0,False,3.6849938509985805,,,KeyError: 0
4,0,40042,0.0,nan,0.0,False,0.03167100100108655,,,KeyError: 0
8,0,80042,0.0,nan,0.0,False,0.04295309400004044,,,KeyError: 0
16,0,160042,0.0,nan,0.0,False,0.2834010540009331,,,KeyError: 0
