chi,best_restart_idx,seed,converged,elapsed_sec,fidelity,entropy,final_energy,error_message
2,1,21042,1,1.3859476989998711,0.7845100459631082,0.23900111571133917,-3.1641298361887373,
4,1,41042,1,1.3053681840001445,0.9773957057824346,0.38524934127575283,-3.337714955488983,
8,0,80042,1,1.7761678159999974,0.9952098091848175,0.4295509733460735,-3.3629552911813567,
