delta,boundary,L,n_total,n_used,n_skipped,fit_success,fit_error,slope,intercept,rss,rmse,r_squared,residual_mean,residual_std,c_eff
0.0,open,8,7,7,0,True,,0.25656244499075376,0.27297286276897,0.5279731584797347,0.27463564394607703,0.11084195005012776,1.2688263138573217e-16,0.27463564394607703,
0.0,periodic,8,7,7,0,True,,-8.591118556640578e-18,0.46000000000000013,0.3703,0.23,-2.220446049250313e-16,-1.2688263138573217e-16,0.22999999999999998,
