chi,best_restart_idx,seed,converged,elapsed_sec,fidelity,entropy,final_energy,error_message
8,9,89042,1,14.481150435000018,0.8989908330104057,0.44454413868395,-6.834367483372416,
16,6,166042,1,125.67546058500011,0.9035392308192841,0.4044861581298404,-6.833533526960931,
