chi,best_restart_idx,seed,converged,elapsed_sec,fidelity,entropy,final_energy,error_message
2,1,21042,1,1.1775556239999787,0.09668858051061423,0.020858772942047753,-10.095086840610328,
4,1,41042,1,1.2472762810000404,0.08588910889662525,0.021649766610775494,-10.092175537657889,
