chi,best_restart_idx,seed,converged,elapsed_sec,fidelity,entropy,final_energy,error_message
2,0,20042,1,3.2793066439999166,0.07945634552857496,0.12894603934266613,-7.630019904563081,
4,0,40042,1,0.777857898000093,0.137197861414747,0.5609166585895813,-8.05175241646453,
