chi,best_restart_idx,seed,converged,elapsed_sec,fidelity,entropy,final_energy,error_message
2,3,23042,1,12.11095932599983,0.48360067637312476,0.2851260911262745,-6.6472630992784705,
4,1,41042,1,12.822354419999101,0.8156525384671067,0.38500902193280817,-6.802944705781411,
8,2,82042,1,17.009723510000185,0.8721890639996087,0.37461829466322044,-6.825309780736008,
16,1,161042,1,125.99086922799961,0.9380074318389201,0.35855232063159886,-6.857972684069359,
