chi,entropy,fidelity,energy,converged,ed_entropy,entropy_error,error_message
2,0.1395932942339449,0.38357300264393,-9.101956010066937,True,0.17890713707831518,0.039313842844370284,
4,0.7385700595118794,0.03724296942856017,-8.29182778072139,True,0.17890713707831518,0.5596629224335642,
