chi,best_restart_idx,seed,converged,elapsed_sec,fidelity,entropy,final_energy,error_message
2,2,22042,1,11.914042119000442,0.4732628464321276,0.2871626838261796,-6.648726488997769,
4,2,42042,1,12.531395541000165,0.8025447609820319,0.36690814759152557,-6.804596446467121,
8,3,83042,1,16.753201580999303,0.8929222153707895,0.41930507339267165,-6.836685923351823,
16,0,160042,1,138.63401637800052,0.8894621895091499,0.3777415352801043,-6.826705369125754,
