chi,entropy,fidelity,energy,converged,ed_entropy,entropy_error,error_message
2,0.03787794065788532,0.07786978153358343,-10.08229791242934,True,0.17890713707831601,0.14102919642043069,
4,0.0626231520572955,0.10446929082519224,-10.114309646828474,True,0.17890713707831601,0.11628398502102051,
8,0.1303009999117988,0.139824087247351,-10.135759496772502,True,0.17890713707831601,0.04860613716651721,
