step,return_prob,log_step,log_return_prob
10,0.1789116852215213,2.302585092994046,-1.7208629735433956
20,0.10353782772730917,2.995732273553991,-2.2678182477621807
40,0.06381531390509934,3.6888794541139363,-2.75176208757346
80,0.03808695568168815,4.382026634673881,-3.2678834260310285
160,0.021361121199425404,5.075173815233827,-3.8461827756579234
